,time,action,protocol,src-ip,dst-ip,src-port,dst-port,size,tcpflags,tcpsyn,tcpack,tcpwin,icmptype,icmpcode,path
640,20:53:10,ALLOW,TCP,192.168.91.128,192.168.91.1,46466,139,0,,0,0,0,,,RECEIVE
641,20:53:12,ALLOW,TCP,192.168.91.128,192.168.91.1,46468,139,0,,0,0,0,,,RECEIVE
642,20:54:44,DROP,UDP,192.168.91.15,239.255.255.250,60013,1900,203,,,,,,,RECEIVE
643,20:54:45,ALLOW,UDP,192.168.91.1,239.255.255.250,56092,1900,0,,,,,,,SEND
644,20:54:45,DROP,UDP,192.168.91.15,239.255.255.250,60013,1900,203,,,,,,,RECEIVE
645,20:54:46,DROP,UDP,192.168.91.15,239.255.255.250,60013,1900,203,,,,,,,RECEIVE
646,20:54:47,DROP,UDP,192.168.91.15,239.255.255.250,60013,1900,203,,,,,,,RECEIVE
647,20:55:17,DROP,UDP,192.168.91.128,192.168.91.1,50404,1900,122,,,,,,,RECEIVE
648,20:55:17,DROP,UDP,192.168.91.128,192.168.91.1,50406,1900,122,,,,,,,RECEIVE
649,20:56:44,DROP,UDP,192.168.91.15,239.255.255.250,58965,1900,203,,,,,,,RECEIVE
650,20:56:45,ALLOW,UDP,192.168.91.1,239.255.255.250,56093,1900,0,,,,,,,SEND
651,20:56:45,DROP,UDP,192.168.91.15,239.255.255.250,58965,1900,203,,,,,,,RECEIVE
652,20:56:46,DROP,UDP,192.168.91.15,239.255.255.250,58965,1900,203,,,,,,,RECEIVE
653,20:56:47,DROP,UDP,192.168.91.15,239.255.255.250,58965,1900,203,,,,,,,RECEIVE
654,20:57:41,ALLOW,TCP,192.168.91.128,192.168.91.1,47144,445,0,,0,0,0,,,RECEIVE
655,20:57:41,ALLOW,TCP,192.168.91.128,192.168.91.1,57122,80,0,,0,0,0,,,RECEIVE
656,20:57:41,ALLOW,TCP,192.168.91.128,192.168.91.1,46476,139,0,,0,0,0,,,RECEIVE
657,20:57:41,ALLOW,TCP,192.168.91.128,192.168.91.1,40578,135,0,,0,0,0,,,RECEIVE
658,20:57:42,ALLOW,TCP,192.168.91.128,192.168.91.1,47146,445,0,,0,0,0,,,RECEIVE
659,20:57:44,ALLOW,TCP,192.168.91.128,192.168.91.1,47160,445,0,,0,0,0,,,RECEIVE
660,20:57:45,ALLOW,TCP,192.168.91.128,192.168.91.1,47164,445,0,,0,0,0,,,RECEIVE
661,20:58:44,DROP,UDP,192.168.91.15,239.255.255.250,49625,1900,203,,,,,,,RECEIVE
662,20:58:45,ALLOW,UDP,192.168.91.1,239.255.255.250,56094,1900,0,,,,,,,SEND
663,20:58:45,DROP,UDP,192.168.91.15,239.255.255.250,49625,1900,203,,,,,,,RECEIVE
664,20:58:46,DROP,UDP,192.168.91.15,239.255.255.250,49625,1900,203,,,,,,,RECEIVE
665,20:58:47,DROP,UDP,192.168.91.15,239.255.255.250,49625,1900,203,,,,,,,RECEIVE
666,20:59:23,DROP,UDP,192.168.91.128,192.168.91.1,50404,138,28,,,,,,,RECEIVE
667,20:59:23,DROP,UDP,192.168.91.128,192.168.91.1,50406,138,28,,,,,,,RECEIVE
668,21:00:44,DROP,UDP,192.168.91.15,239.255.255.250,59057,1900,203,,,,,,,RECEIVE
669,21:00:45,ALLOW,UDP,192.168.91.1,239.255.255.250,56095,1900,0,,,,,,,SEND
670,21:00:45,DROP,UDP,192.168.91.15,239.255.255.250,59057,1900,203,,,,,,,RECEIVE
671,21:00:46,DROP,UDP,192.168.91.15,239.255.255.250,59057,1900,203,,,,,,,RECEIVE
672,21:00:47,DROP,UDP,192.168.91.15,239.255.255.250,59057,1900,203,,,,,,,RECEIVE
673,21:01:42,DROP,UDP,192.168.91.128,192.168.91.1,50404,56088,68,,,,,,,RECEIVE
674,21:01:42,DROP,UDP,192.168.91.128,192.168.91.1,50406,56088,68,,,,,,,RECEIVE
675,21:02:44,DROP,UDP,192.168.91.15,239.255.255.250,64857,1900,203,,,,,,,RECEIVE
676,21:02:45,ALLOW,UDP,192.168.91.128,192.168.91.1,50404,5353,0,,,,,,,RECEIVE
677,21:02:45,ALLOW,UDP,192.168.91.128,192.168.91.1,50406,5353,0,,,,,,,RECEIVE
678,21:02:45,ALLOW,UDP,192.168.91.1,239.255.255.250,56096,1900,0,,,,,,,SEND
679,21:02:45,DROP,UDP,192.168.91.15,239.255.255.250,64857,1900,203,,,,,,,RECEIVE
680,21:02:46,DROP,UDP,192.168.91.15,239.255.255.250,64857,1900,203,,,,,,,RECEIVE
681,21:02:47,DROP,UDP,192.168.91.128,192.168.91.1,50404,5050,28,,,,,,,RECEIVE
682,21:02:47,DROP,UDP,192.168.91.15,239.255.255.250,64857,1900,203,,,,,,,RECEIVE
683,21:02:47,DROP,UDP,192.168.91.128,192.168.91.1,50406,5050,28,,,,,,,RECEIVE
