,event.start,event.end,@timestamp,agent.ephemeral_id,destination.bytes,destination.ip,destination.mac,destination.packets,destination.port,event.duration,event.type,flow.final,flow.id,host.ip,host.mac,network.bytes,network.community_id,network.packets,network.transport,network.type,source.bytes,source.ip,source.mac,source.packets,source.port
0,2022-09-29 13:15:20.206,2022-09-29 13:31:20.544,2022-09-29 13:31:50.019,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,960338090800,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,2838,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,33,udp,ipv4,2838,192.168.91.1,00:50:56:c0:00:08,33,57621
1,2022-09-29 13:15:20.206,2022-09-29 13:34:50.841,2022-09-29 13:35:00.019,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1170635127100,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3440,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,40,udp,ipv4,3440,192.168.91.1,00:50:56:c0:00:08,40,57621
2,2022-09-29 13:15:20.206,2022-09-29 13:31:50.544,2022-09-29 13:32:20.014,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,990338426300,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,2924,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,34,udp,ipv4,2924,192.168.91.1,00:50:56:c0:00:08,34,57621
3,2022-09-29 13:15:20.206,2022-09-29 13:34:20.832,2022-09-29 13:34:50.013,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1140626707300,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3354,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,39,udp,ipv4,3354,192.168.91.1,00:50:56:c0:00:08,39,57621
4,2022-09-29 13:15:20.206,2022-09-29 13:32:50.733,2022-09-29 13:33:20.026,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1050527241000,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3096,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,36,udp,ipv4,3096,192.168.91.1,00:50:56:c0:00:08,36,57621
5,2022-09-29 13:15:20.206,2022-09-29 13:34:20.832,2022-09-29 13:34:40.017,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1140626707300,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3354,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,39,udp,ipv4,3354,192.168.91.1,00:50:56:c0:00:08,39,57621
6,2022-09-29 13:15:20.206,2022-09-29 13:34:20.832,2022-09-29 13:34:30.020,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1140626707300,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3354,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,39,udp,ipv4,3354,192.168.91.1,00:50:56:c0:00:08,39,57621
7,2022-09-29 13:15:20.206,2022-09-29 13:33:50.850,2022-09-29 13:34:20.018,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1110644055300,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3268,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,38,udp,ipv4,3268,192.168.91.1,00:50:56:c0:00:08,38,57621
8,2022-09-29 13:15:20.206,2022-09-29 13:31:50.544,2022-09-29 13:32:10.017,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,990338426300,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,2924,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,34,udp,ipv4,2924,192.168.91.1,00:50:56:c0:00:08,34,57621
9,2022-09-29 13:15:20.206,2022-09-29 13:19:50.583,2022-09-29 13:20:20.016,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,270376898700,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,860,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,10,udp,ipv4,860,192.168.91.1,00:50:56:c0:00:08,10,57621
