@timestamp,@version,agent.ephemeral_id,agent.id,agent.name,agent.type,agent.version,auth,bytes,clientip,ecs.version,event.original,host.architecture,host.containerized,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.platform,host.os.type,host.os.version,httpversion,ident,log.file.path,log.offset,message,referrer,request,response,tags,timestamp,type,verb,_id,_index,_score
"Oct 25, 2022 @ 10:50:51.420",1,e837e082-b91f-49c1-97ef-a9111fb6dc4e,cbfc1550-5363-4252-b04b-451569789f3a,a11b98a391d6,filebeat,8.3.3,-,684,192.168.34.11,8.0.0,"192.168.34.11 - - [25/Oct/2022:02:50:47 +0000] ""GET /ntlm-hashes.txt HTTP/1.1"" 200 684 ""-"" ""curl/7.85.0""",x86_64,TRUE,a11b98a391d6,c98bf021738259b8beddfdc26356a497,"192.168.33.12, 192.168.34.12","02:42:c0:a8:21:0c, 02:42:c0:a8:22:0c",a11b98a391d6,focal,debian,4.15.0-58-generic,Ubuntu,ubuntu,linux,20.04.5 LTS (Focal Fossa),1.1,-,/logs/access.log,267,"192.168.34.11 - - [25/Oct/2022:02:50:47 +0000] ""GET /ntlm-hashes.txt HTTP/1.1"" 200 684 ""-"" ""curl/7.85.0""","""-""",/ntlm-hashes.txt,200,beats_input_codec_plain_applied,25/Oct/2022:02:50:47 +0000,apache-access,GET,HqAMDYQB7EfwgAYByMf0,filebeat-2022.10.25,-
